x,y
942901.1663672838,1947247.4756382348
942957.0820941029,1947357.70950973
944045.1697685478,1946974.2917411192
943709.9047821489,1947144.7596092809
943806.5215242798,1947175.504178157
944532.6696049303,1945778.8565709353
944760.1142067878,1947060.0397502945
944777.3107901006,1948754.5875292963
945039.3751403908,1949264.220241439
944766.5912536386,1949254.4929971767
945530.7364487429,1949262.7547411495
944772.3383929385,1948644.6682666065
944068.9726915448,1949404.4019949276
943964.1546779757,1949306.4737106357
942622.4200188201,1946819.905572623
944711.2645881564,1948932.873970454
944992.0727314021,1949551.563951455
944495.2927180431,1949664.9366229083
944110.6279103591,1949738.9720541302
944079.8565369443,1949603.597015265
944035.8888081554,1948860.9643931496
943936.3266527758,1949424.1845948542
944343.7698865049,1948621.680186319
943987.5878623717,1948184.155910561
945730.5672040085,1949140.619702104
944390.6281390244,1949535.9357184963
942809.0202830696,1946929.6802118046
942123.5764878732,1947011.6520418064
943931.8491213523,1947479.8826858562
945172.6941162422,1946202.09859179
945227.7483897996,1946697.128911877
945578.489108992,1948300.0546402868
940980.8705062016,1947831.52933993
944763.648181322,1946595.022291625
941276.1841982098,1945934.050961319
943153.3278573777,1945860.9664668066
943831.2332554988,1946896.6283961283
942211.0508150889,1945638.4662592525
944864.6671125938,1946849.204310716
941579.0313417165,1945639.0040862092
944674.1888285044,1949440.8407649803
942555.3978055881,1946380.2260003062
941264.1110053492,1946001.483776979
941314.1723775776,1946006.8993655383
941251.5539512768,1945875.5319019682
944099.3941318778,1947034.8384479205
941015.4562934377,1946829.2795175083
944081.0198235614,1949291.2615143093
944049.6144418792,1947830.3586712193
966273.5047799251,1948525.058485191
966449.5333743508,1948360.2541562694
966833.0416096097,1948554.8649032428
966741.7202484527,1948121.7622042508
966399.9438098539,1948506.5717670994
966628.5124195993,1948443.8513543839
966756.4514170545,1948204.0255161182
966365.6214133669,1948474.0925912673
966538.0258634173,1948417.5888359223
966657.5776309677,1948026.0203473477
966537.623727403,1948536.8581532035
